what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343119083447
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119085229
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119086463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119086541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1343119086557
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119088807
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119091900
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119091900
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1343119094682
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1343119096025
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119112307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119116416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119117479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119118854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119120166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119162541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119175275
